,county,state,hazard score,wildfire,tornado,landslide,hurricane,earthquake,drought,heatwave,avalanche,flood
450,Steele County,MN,8,1,2,1,0,1,0,1,0,2
451,Stearns County,MN,8,1,2,1,0,1,0,1,0,2
452,Ste. Genevieve County,MO,9,1,1,1,0,2,0,3,0,1
453,Staunton County,VA,7,1,0,1,0,1,0,2,0,2
454,Starr County,TX,10,1,1,1,2,1,0,3,0,1
455,Starke County,IN,9,1,3,1,0,1,0,2,0,1
456,Stark County,ND,8,1,1,3,0,1,0,1,0,1
457,Stark County,IL,7,1,2,1,0,1,0,1,0,1
458,Stark County,OH,10,1,2,2,0,1,0,1,0,3
459,Stanton County,NE,8,1,2,1,0,1,0,2,0,1
460,Stanton County,KS,8,1,2,1,0,1,0,2,0,1
461,Stanly County,NC,14,1,2,3,2,1,0,3,0,2
462,Stanley County,SD,8,1,1,3,0,1,0,1,0,1
463,Stanislaus County,CA,16,3,1,2,0,2,2,3,0,3
464,Stafford County,VA,12,1,2,2,2,1,0,2,0,2
465,Stafford County,KS,9,1,3,1,0,1,0,2,0,1
466,St. Tammany Parish,LA,15,3,3,2,2,1,0,2,0,2
467,St. Mary's County,MD,11,1,2,1,2,1,0,2,0,2
468,St. Mary Parish,LA,13,1,2,2,3,1,0,3,0,1
469,St. Martin Parish,LA,12,1,1,2,3,1,0,3,0,1
470,St. Lucie County,FL,15,1,3,1,3,1,0,3,0,3
471,St. Louis County County,MO,14,1,3,2,0,2,0,3,0,3
472,St. Louis city County,MO,13,1,2,2,0,2,0,3,0,3
473,St. Louis County,MN,6,1,1,1,0,1,0,1,0,1
474,St. Lawrence County,NY,7,1,1,1,0,2,0,1,0,1
475,St. Landry Parish,LA,13,1,2,2,3,1,0,3,0,1
476,St. Joseph County,MI,6,1,1,1,0,1,0,1,0,1
477,St. Joseph County,IN,8,1,3,1,0,1,0,1,0,1
478,St. Johns County,FL,15,3,2,1,3,1,0,2,0,3
479,St. John the Baptist Parish,LA,16,1,3,2,3,1,0,3,0,3
480,St. James Parish,LA,15,1,1,3,3,1,0,3,0,3
481,St. Helena Parish,LA,14,3,1,1,3,1,0,3,0,2
482,St. Francois County,MO,11,1,3,1,0,2,0,3,0,1
483,St. Francis County,AR,13,1,2,2,0,2,0,3,0,3
484,St. Croix County,WI,9,1,2,1,0,1,0,2,0,2
485,St. Clair County,IL,12,1,3,2,0,2,0,3,0,1
486,St. Clair County,MO,9,1,2,1,0,1,0,3,0,1
487,St. Clair County,AL,13,1,3,2,1,2,0,3,0,1
488,St. Clair County,MI,11,1,2,1,0,1,0,3,0,3
489,St. Charles County,MO,14,1,3,2,0,2,0,3,0,3
490,St. Charles Parish,LA,16,2,2,3,3,1,0,3,0,2
491,St. Bernard Parish,LA,14,3,1,2,3,1,0,3,0,1
492,Spotsylvania County,VA,8,1,1,1,1,1,0,2,0,1
493,Spokane County,WA,9,2,1,1,0,1,0,2,0,2
494,Spink County,SD,9,1,2,1,0,1,0,1,0,3
495,Spencer County,IN,12,1,1,2,0,2,0,3,0,3
496,Spencer County,KY,8,1,1,1,0,1,0,3,0,1
497,Spartanburg County,SC,13,1,2,3,2,1,0,3,0,1
498,Spalding County,GA,12,2,2,1,2,1,0,3,0,1
499,Southampton County,VA,11,1,1,1,2,1,0,2,0,3
500,Sonoma County,CA,16,3,1,3,0,3,1,2,0,3
501,Somervell County,TX,12,2,2,1,2,1,0,3,0,1
502,Somerset County,ME,8,1,1,1,1,2,0,1,0,1
503,Somerset County,NJ,11,1,1,2,2,1,0,1,0,3
504,Somerset County,PA,9,1,1,3,1,1,0,1,0,1
505,Somerset County,MD,11,1,1,1,3,1,0,1,0,3
506,Solano County,CA,13,1,1,2,0,3,1,2,0,3
507,Socorro County,NM,12,2,1,2,0,2,1,3,0,1
508,Snyder County,PA,14,1,2,3,2,1,0,2,0,3
509,Snohomish County,WA,11,1,1,1,0,2,0,2,2,2
510,Smyth County,VA,12,1,1,3,1,1,0,3,0,2
511,Smith County,KS,8,1,2,1,0,1,0,2,0,1
512,Smith County,TN,12,1,2,2,1,1,0,2,0,3
513,Smith County,TX,14,3,3,1,2,1,0,2,0,2
514,Smith County,MS,14,2,3,3,2,1,0,2,0,1
515,Slope County,ND,7,1,1,2,0,1,0,1,0,1
516,Skamania County,WA,7,2,0,1,0,2,0,1,0,1
517,Skagit County,WA,9,1,0,1,0,2,0,2,2,1
518,Siskiyou County,CA,12,3,1,2,0,2,0,3,0,1
519,Sioux County,ND,8,2,1,2,0,1,0,1,0,1
520,Sioux County,IA,8,1,3,1,0,1,0,1,0,1
521,Sioux County,NE,7,1,1,2,0,1,0,1,0,1
522,Simpson County,KY,10,1,3,1,0,1,0,3,0,1
523,Simpson County,MS,15,3,3,2,2,1,0,3,0,1
524,Silver Bow County,MT,7,2,0,1,0,2,0,1,0,1
525,Sierra County,CA,12,3,1,1,0,2,1,3,0,1
526,Sierra County,NM,9,2,1,1,0,1,0,3,0,1
527,Sibley County,MN,9,1,2,2,0,1,0,2,0,1
528,Shoshone County,ID,10,3,1,1,0,1,0,2,0,2
529,Shiawassee County,MI,8,1,2,1,0,1,0,1,0,2
530,Sherman County,OR,9,3,0,1,0,2,0,2,0,1
531,Sherman County,NE,9,1,3,1,0,1,0,2,0,1
532,Sherman County,KS,9,1,3,1,0,1,0,2,0,1
533,Sherman County,TX,7,1,1,1,0,1,0,2,0,1
534,Sheridan County,MT,6,1,1,1,0,1,0,1,0,1
535,Sheridan County,ND,6,1,1,1,0,1,0,1,0,1
536,Sheridan County,WY,9,3,1,2,0,1,0,1,0,1
537,Sheridan County,NE,7,2,1,1,0,1,0,1,0,1
538,Sheridan County,KS,7,1,2,1,0,1,0,1,0,1
539,Sherburne County,MN,7,1,1,1,0,1,0,1,0,2
540,Shenandoah County,VA,12,1,1,3,2,1,0,2,0,2
541,Shelby County,IA,11,1,2,2,0,1,0,2,0,3
542,Shelby County,OH,9,1,1,1,0,2,0,2,0,2
543,Shelby County,KY,9,1,3,1,0,1,0,2,0,1
544,Shelby County,MO,8,1,1,2,0,1,0,2,0,1
545,Shelby County,IN,12,1,3,2,0,1,0,2,0,3
546,Shelby County,IL,8,1,2,1,0,1,0,2,0,1
547,Shelby County,TN,15,1,3,2,1,3,0,2,0,3
548,Shelby County,TX,12,2,3,1,2,1,0,2,0,1
549,Shelby County,AL,14,1,2,2,2,2,0,2,0,3
550,Sheboygan County,WI,7,1,1,1,0,1,0,1,0,2
551,Shawnee County,KS,12,1,3,1,0,1,0,3,0,3
552,Shawano County,WI,8,1,1,2,0,1,0,2,0,1
553,Shasta County,CA,13,3,0,2,0,2,1,3,0,2
554,Sharp County,AR,11,1,2,1,1,2,0,3,0,1
555,Sharkey County,MS,12,1,3,1,2,1,0,3,0,1
556,Shannon County,SD,9,3,1,2,0,1,0,1,0,1
557,Shannon County,MO,8,1,1,1,1,2,0,1,0,1
558,Shackelford County,TX,9,2,2,1,0,1,0,2,0,1
559,Seward County,NE,9,1,3,1,0,1,0,2,0,1
560,Seward County,KS,10,1,3,1,0,1,0,2,0,2
561,Sevier County,TN,11,1,0,3,0,2,0,3,0,2
562,Sevier County,UT,14,3,1,2,0,2,0,3,1,2
563,Sevier County,AR,10,2,2,1,0,1,0,3,0,1
564,Sequoyah County,OK,15,2,3,3,1,1,0,3,0,2
565,Sequatchie County,TN,14,3,1,3,0,2,0,3,0,2
566,Seneca County,OH,7,1,2,1,0,1,0,1,0,1
567,Seneca County,NY,7,1,0,1,2,1,0,1,0,1
568,Seminole County,OK,11,2,3,1,0,1,0,3,0,1
569,Seminole County,GA,12,1,2,1,3,1,0,3,0,1
570,Seminole County,FL,15,2,3,1,2,1,0,3,0,3
571,Sedgwick County,CO,7,1,2,1,0,1,0,1,0,1
572,Sedgwick County,KS,10,1,3,1,0,1,0,1,0,3
573,Sebastian County,AR,14,2,3,3,0,1,0,3,0,2
574,Searcy County,AR,12,1,2,2,1,2,0,3,0,1
575,Scurry County,TX,9,2,2,1,1,1,0,1,0,1
576,Screven County,GA,13,3,2,1,2,1,0,3,0,1
577,Scotts Bluff County,NE,8,1,3,1,0,1,0,1,0,1
578,Scott County,IA,12,1,3,2,0,1,0,2,0,3
579,Scott County,MN,9,1,2,2,0,1,0,2,0,1
580,Scott County,IN,9,1,2,2,0,1,0,2,0,1
581,Scott County,TN,10,1,1,3,0,2,0,2,0,1
582,Scott County,KS,8,1,2,1,0,1,0,2,0,1
583,Scott County,IL,8,1,1,1,0,1,0,2,0,2
584,Scott County,VA,11,1,1,3,0,2,0,2,0,2
585,Scott County,MO,13,1,3,2,0,3,0,2,0,2
586,Scott County,KY,9,1,2,1,1,1,0,2,0,1
587,Scott County,MS,13,2,3,2,2,1,0,2,0,1
588,Scott County,AR,10,1,1,3,1,1,0,2,0,1
589,Scotland County,MO,9,1,1,2,0,1,0,3,0,1
590,Scotland County,NC,14,3,2,1,2,1,0,3,0,2
591,Scioto County,OH,12,1,2,2,1,1,0,2,0,3
592,Schuylkill County,PA,12,1,1,3,2,1,0,2,0,2
593,Schuyler County,IL,10,1,2,2,0,1,0,3,0,1
594,Schuyler County,MO,11,1,2,3,0,1,0,3,0,1
595,Schuyler County,NY,9,1,1,1,1,1,0,3,0,1
596,Schoolcraft County,MI,6,1,1,1,0,1,0,1,0,1
597,Schoharie County,NY,8,1,1,1,1,1,0,1,0,2
598,Schley County,GA,13,3,2,1,2,1,0,3,0,1
599,Schleicher County,TX,9,1,1,1,1,1,0,3,0,1
600,Schenectady County,NY,9,1,1,2,0,1,0,1,0,3
601,Sawyer County,WI,6,1,1,1,0,1,0,1,0,1
602,Saunders County,NE,10,1,3,1,0,1,0,2,0,2
603,Sauk County,WI,11,1,2,2,0,1,0,2,0,3
604,Sarpy County,NE,12,1,3,1,0,1,0,3,0,3
605,Sargent County,ND,7,1,2,1,0,1,0,1,0,1
606,Saratoga County,NY,10,2,1,2,1,1,0,2,0,1
607,Sarasota County,FL,14,3,3,1,2,1,0,3,0,1
608,Santa Rosa County,FL,15,3,3,1,2,1,0,2,0,3
609,Santa Fe County,NM,10,3,1,1,0,2,0,2,0,1
610,Santa Cruz County,CA,14,3,1,2,0,3,1,2,0,2
611,Santa Cruz County,AZ,11,3,0,1,1,1,1,2,0,2
612,Santa Clara County,CA,16,3,1,3,0,3,1,2,0,3
613,Santa Barbara County,CA,17,3,1,2,0,3,3,3,0,2
614,Sanpete County,UT,13,3,1,1,0,2,0,3,2,1
615,Sanilac County,MI,6,1,1,1,0,1,0,1,0,1
616,Sangamon County,IL,10,1,3,1,0,1,0,3,0,1
617,Sandusky County,OH,7,1,1,1,0,1,0,1,0,2
618,Sandoval County,NM,10,2,1,2,0,1,0,3,0,1
619,Sanders County,MT,9,3,1,1,0,2,0,1,0,1
620,Sanborn County,SD,8,1,2,1,0,1,0,1,0,2
621,San Saba County,TX,9,1,1,1,1,1,0,3,0,1
622,San Patricio County,TX,13,1,3,1,3,1,0,2,0,2
623,San Miguel County,NM,11,3,1,2,0,1,0,3,0,1
624,San Miguel County,CO,12,2,0,2,0,1,0,3,3,1
625,San Mateo County,CA,13,3,1,2,0,3,0,1,0,3
626,San Luis Obispo County,CA,16,3,1,2,0,3,3,2,0,2
627,San Juan County,WA,9,1,0,1,0,3,0,3,0,1
628,San Juan County,CO,12,1,0,3,0,2,0,3,2,1
629,San Juan County,NM,9,1,1,2,0,1,0,3,0,1
630,San Juan County,UT,8,2,0,1,0,1,0,3,0,1
631,San Joaquin County,CA,14,1,1,2,0,2,2,3,0,3
632,San Jacinto County,TX,12,2,2,1,2,1,0,3,0,1
633,San Francisco County,CA,10,1,0,2,0,3,0,3,0,1
634,San Diego County,CA,16,3,1,1,0,3,2,2,1,3
635,San Bernardino County,CA,14,1,1,1,0,3,2,3,1,2
636,San Benito County,CA,15,3,1,2,0,3,2,3,0,1
637,San Augustine County,TX,12,2,2,1,2,1,0,3,0,1
638,Sampson County,NC,12,1,1,1,3,1,0,3,0,2
639,Saluda County,SC,13,2,1,2,2,2,0,3,0,1
640,Salt Lake County,UT,14,2,1,1,0,2,0,2,3,3
641,Saline County,NE,9,1,2,1,0,1,0,2,0,2
642,Saline County,IL,12,1,2,2,0,2,0,2,0,3
643,Saline County,MO,9,1,2,2,0,1,0,2,0,1
644,Saline County,KS,9,1,2,2,0,1,0,2,0,1
645,Saline County,AR,14,2,3,2,1,2,0,2,0,2
646,Salem County,NJ,8,1,1,1,1,1,0,2,0,1
647,Salem County,VA,10,1,0,3,0,1,0,2,0,3
648,Saguache County,CO,11,1,1,2,0,2,0,3,1,1
649,Saginaw County,MI,8,1,2,2,0,1,0,1,0,1
650,Sagadahoc County,ME,12,1,1,2,3,2,0,1,0,2
651,Sacramento County,CA,12,1,1,1,0,2,1,3,0,3
652,Sac County,IA,8,1,1,2,0,1,0,2,0,1
653,Sabine Parish,LA,12,2,2,1,2,1,0,3,0,1
654,Sabine County,TX,12,2,2,1,2,1,0,3,0,1
655,Rutland County,VT,10,1,0,2,1,1,0,2,0,3
656,Rutherford County,TN,14,1,3,2,1,1,0,3,0,3
657,Rutherford County,NC,10,1,1,3,0,1,0,3,0,1
658,Russell County,VA,10,1,1,3,0,2,0,2,0,1
659,Russell County,KS,10,1,3,2,0,1,0,2,0,1
660,Russell County,KY,11,1,2,2,0,1,0,2,0,3
661,Russell County,AL,15,2,3,2,2,1,0,2,0,3
662,Rusk County,WI,7,1,1,1,0,1,0,1,0,2
663,Rusk County,TX,12,3,3,1,2,1,0,1,0,1
664,Rush County,KS,9,1,2,2,0,1,0,2,0,1
665,Rush County,IN,8,1,2,1,0,1,0,2,0,1
666,Runnels County,TX,10,1,3,1,0,1,0,3,0,1
667,Rowan County,NC,12,1,1,3,2,1,0,2,0,2
668,Rowan County,KY,9,1,1,3,0,1,0,2,0,1
669,Routt County,CO,11,2,1,2,0,2,0,3,0,1
670,Ross County,OH,8,1,1,2,0,1,0,2,0,1
671,Rosebud County,MT,8,2,1,2,0,1,0,1,0,1
672,Roseau County,MN,7,2,1,1,0,1,0,1,0,1
673,Roscommon County,MI,6,1,1,1,0,1,0,1,0,1
674,Roosevelt County,MT,7,1,1,2,0,1,0,1,0,1
675,Roosevelt County,NM,9,3,1,2,0,1,0,1,0,1
676,Rooks County,KS,9,1,3,1,0,1,0,2,0,1
677,Rolette County,ND,7,1,1,2,0,1,0,1,0,1
678,Rogers County,OK,13,2,3,1,0,1,0,3,0,3
679,Roger Mills County,OK,9,2,2,1,0,1,0,2,0,1
680,Rockwall County,TX,15,1,3,3,2,1,0,3,0,2
681,Rockland County,NY,12,1,1,2,2,2,0,1,0,3
682,Rockingham County,NH,11,1,1,1,2,2,0,1,0,3
683,Rockingham County,NC,11,1,1,3,2,1,0,1,0,2
684,Rockingham County,VA,12,1,1,3,2,1,0,1,0,3
685,Rockdale County,GA,11,1,2,2,0,1,0,3,0,2
686,Rockcastle County,KY,12,2,1,3,1,1,0,3,0,1
687,Rockbridge County,VA,14,1,1,3,2,1,0,3,0,3
688,Rock Island County,IL,13,1,3,2,0,1,0,3,0,3
689,Rock County,NE,8,1,1,2,0,1,0,2,0,1
690,Rock County,MN,8,1,2,1,0,1,0,2,0,1
691,Rock County,WI,10,1,2,1,0,1,0,2,0,3
692,Robeson County,NC,13,1,2,1,2,1,0,3,0,3
693,Robertson County,TN,9,1,2,1,0,1,0,2,0,2
694,Robertson County,KY,7,1,1,1,0,1,0,2,0,1
695,Robertson County,TX,9,1,1,1,2,1,0,2,0,1
696,Roberts County,SD,6,1,1,1,0,1,0,1,0,1
697,Roberts County,TX,8,2,2,1,0,1,0,1,0,1
698,Roanoke County County,VA,12,1,1,3,1,1,0,2,0,3
699,Roanoke City County,VA,14,1,1,3,3,1,0,2,0,3
700,Roane County,TN,12,1,1,3,0,2,0,2,0,3
701,Roane County,WV,9,1,1,3,0,1,0,2,0,1
702,Riverside County,CA,16,2,1,1,1,3,2,3,0,3
703,Ritchie County,WV,9,1,0,3,1,1,0,2,0,1
704,Ripley County,MO,11,1,2,1,1,2,0,3,0,1
705,Ripley County,IN,10,1,2,2,0,1,0,3,0,1
706,Rio Grande County,CO,10,1,1,2,0,1,0,3,0,2
707,Rio Blanco County,CO,13,3,1,2,0,2,0,3,1,1
708,Rio Arriba County,NM,11,3,1,2,0,1,0,3,0,1
709,Ringgold County,IA,12,1,3,1,0,1,0,3,0,3
710,Riley County,KS,11,1,2,1,0,1,0,3,0,3
711,Richmond County County,VA,14,1,3,1,3,1,0,2,0,3
712,Richmond City County,VA,14,1,3,2,3,1,0,1,0,3
713,Richmond County,NY,14,1,3,1,3,2,0,1,0,3
714,Richmond County,NC,12,3,1,2,2,1,0,1,0,2
715,Richmond County,GA,12,2,2,1,2,1,0,1,0,3
716,Richland County,MT,7,1,1,2,0,1,0,1,0,1
717,Richland County,ND,9,1,2,1,0,1,0,1,0,3
718,Richland County,OH,9,1,3,1,0,1,0,1,0,2
719,Richland County,WI,6,1,1,1,0,1,0,1,0,1
720,Richland County,IL,9,1,2,2,0,2,0,1,0,1
721,Richland Parish,LA,9,1,2,1,2,1,0,1,0,1
722,Richland County,SC,14,2,2,2,3,2,0,1,0,2
723,Richardson County,NE,10,1,2,2,0,1,0,3,0,1
724,Rich County,UT,14,3,1,2,0,2,0,3,2,1
725,Rice County,MN,10,1,2,1,0,1,0,3,0,2
726,Rice County,KS,9,1,2,1,0,1,0,3,0,1
727,Rhea County,TN,14,1,1,3,2,2,0,2,0,3
728,Reynolds County,MO,10,1,1,1,1,2,0,3,0,1
729,Republic County,KS,10,1,3,2,0,1,0,2,0,1
730,Renville County,ND,6,1,1,1,0,1,0,1,0,1
731,Renville County,MN,7,1,2,1,0,1,0,1,0,1
732,Rensselaer County,NY,10,1,1,2,2,1,0,2,0,1
733,Reno County,KS,11,1,3,1,0,1,0,2,0,3
734,Refugio County,TX,12,1,1,1,3,1,0,2,0,3
735,Reeves County,TX,7,1,1,1,0,1,0,2,0,1
736,Redwood County,MN,7,1,2,1,0,1,0,1,0,1
737,Red Willow County,NE,8,1,2,1,0,1,0,1,0,2
738,Red River County,TX,13,3,2,2,1,1,0,3,0,1
739,Red River Parish,LA,10,1,1,1,2,1,0,3,0,1
740,Red Lake County,MN,7,1,2,1,0,1,0,1,0,1
741,Real County,TX,8,1,1,1,1,1,0,2,0,1
742,Reagan County,TX,7,1,1,1,0,1,0,2,0,1
743,Ray County,MO,14,1,3,3,0,1,0,3,0,3
744,Rawlins County,KS,7,1,2,1,0,1,0,1,0,1
745,Ravalli County,MT,8,3,1,1,0,1,0,1,0,1
746,Rappahannock County,VA,12,1,1,3,3,1,0,2,0,1
747,Rapides Parish,LA,12,2,2,1,2,1,0,3,0,1
748,Ransom County,ND,9,1,2,1,0,1,0,1,0,3
749,Rankin County,MS,16,1,3,3,2,1,0,3,0,3
750,Randolph County,IN,8,1,2,1,0,1,0,2,0,1
751,Randolph County,NC,12,1,1,3,2,1,0,2,0,2
752,Randolph County,MO,9,1,1,3,0,1,0,2,0,1
753,Randolph County,WV,10,1,1,3,1,1,0,2,0,1
754,Randolph County,IL,13,1,3,2,0,2,0,2,0,3
755,Randolph County,AR,10,1,2,1,1,2,0,2,0,1
756,Randolph County,GA,11,3,1,1,2,1,0,2,0,1
757,Randolph County,AL,10,2,1,1,2,1,0,2,0,1
758,Randall County,TX,11,1,3,1,0,1,0,2,0,3
759,Ramsey County,ND,7,1,2,1,0,1,0,1,0,1
760,Ramsey County,MN,7,1,1,1,0,1,0,1,0,2
761,Ralls County,MO,10,1,2,2,0,1,0,3,0,1
762,Raleigh County,WV,12,1,1,3,1,1,0,3,0,2
763,Rains County,TX,11,1,3,1,1,1,0,3,0,1
764,Radford County,VA,10,1,0,3,0,1,0,2,0,3
765,Racine County,WI,10,1,3,1,0,1,0,1,0,3
766,Rabun County,GA,11,1,1,3,0,2,0,3,0,1
767,Quitman County,MS,12,1,1,1,1,2,0,3,0,3
768,Quitman County,GA,13,3,1,1,3,1,0,3,0,1
769,Queens County,NY,12,1,1,1,3,2,0,1,0,3
770,Queen Anne's County,MD,11,1,2,1,2,1,0,2,0,2
771,Quay County,NM,10,3,1,2,0,1,0,2,0,1
772,Putnam County,IL,10,1,3,2,0,1,0,1,0,2
773,Putnam County,OH,8,1,2,2,0,1,0,1,0,1
774,Putnam County,NY,11,1,2,2,2,1,0,1,0,2
775,Putnam County,MO,8,1,1,3,0,1,0,1,0,1
776,Putnam County,WV,13,2,1,3,2,1,0,1,0,3
777,Putnam County,IN,8,1,2,2,0,1,0,1,0,1
778,Putnam County,TN,11,1,2,3,2,1,0,1,0,1
779,Putnam County,FL,14,3,2,1,3,1,0,1,0,3
780,Putnam County,GA,7,1,0,1,2,1,0,1,0,1
781,Pushmataha County,OK,12,2,2,2,1,1,0,3,0,1
782,Pulaski County,IN,8,1,2,1,0,1,0,2,0,1
783,Pulaski County,KY,12,1,2,3,2,1,0,2,0,1
784,Pulaski County,IL,10,1,1,2,0,3,0,2,0,1
785,Pulaski County,VA,9,1,0,3,0,1,0,2,0,2
786,Pulaski County,MO,8,1,2,1,0,1,0,2,0,1
787,Pulaski County,GA,12,1,3,1,3,1,0,2,0,1
788,Pulaski County,AR,14,1,3,2,1,2,0,2,0,3
789,Pueblo County,CO,8,1,1,2,0,1,0,2,0,1
790,Prowers County,CO,8,1,2,1,0,1,0,1,0,2
791,Providence County,RI,12,1,1,1,3,1,0,2,0,3
792,Prince William County,VA,11,1,1,2,2,1,0,2,0,2
793,Prince George's County,MD,9,1,2,2,0,1,0,2,0,1
794,Prince George County,VA,10,1,1,1,3,1,0,1,0,2
795,Prince Edward County,VA,11,1,1,2,2,1,0,2,0,2
796,Price County,WI,6,1,1,1,0,1,0,1,0,1
797,Preston County,WV,9,1,1,3,1,1,0,1,0,1
798,Presque Isle County,MI,6,1,1,1,0,1,0,1,0,1
799,Presidio County,TX,8,1,1,1,1,1,0,2,0,1
800,Prentiss County,MS,14,2,3,1,2,2,0,3,0,1
801,Preble County,OH,9,1,2,1,0,1,0,2,0,2
802,Pratt County,KS,9,1,3,1,0,1,0,2,0,1
803,Prairie County,MT,6,1,1,1,0,1,0,1,0,1
804,Prairie County,AR,9,1,2,1,1,2,0,1,0,1
805,Powhatan County,VA,10,1,1,1,2,2,0,1,0,2
806,Poweshiek County,IA,12,1,3,1,0,1,0,3,0,3
807,Power County,ID,9,3,1,1,0,1,0,2,0,1
808,Powell County,MT,9,3,1,1,0,2,0,1,0,1
809,Powell County,KY,10,1,2,3,0,1,0,1,0,2
810,Powder River County,MT,8,2,1,2,0,1,0,1,0,1
811,Potter County,SD,8,1,2,2,0,1,0,1,0,1
812,Potter County,TX,10,3,2,1,0,1,0,1,0,2
813,Potter County,PA,8,1,1,2,1,1,0,1,0,1
814,Pottawattamie County,IA,12,1,3,2,0,1,0,3,0,2
815,Pottawatomie County,KS,11,2,2,1,0,1,0,3,0,2
816,Pottawatomie County,OK,13,2,3,1,0,2,0,3,0,2
817,Posey County,IN,10,1,2,2,0,2,0,2,0,1
818,Portsmouth County,VA,13,1,3,1,3,1,0,1,0,3
819,Porter County,IN,10,1,3,1,0,1,0,2,0,2
820,Portage County,OH,9,1,2,2,0,1,0,1,0,2
821,Portage County,WI,8,1,2,1,0,1,0,1,0,2
822,Poquoson County,VA,10,1,3,1,0,1,0,1,0,3
823,Pope County,MN,7,1,2,1,0,1,0,1,0,1
824,Pope County,AR,9,1,2,2,0,2,0,1,0,1
825,Pope County,IL,9,1,2,1,0,3,0,1,0,1
826,Pontotoc County,MS,13,1,3,1,2,2,0,3,0,1
827,Pontotoc County,OK,11,1,3,1,0,2,0,3,0,1
828,Pondera County,MT,7,1,0,2,0,2,0,1,0,1
829,Polk County,IA,10,1,3,3,0,1,0,1,0,1
830,Polk County,MN,6,1,1,1,0,1,0,1,0,1
831,Polk County,WI,7,1,2,1,0,1,0,1,0,1
832,Polk County,NE,8,1,3,1,0,1,0,1,0,1
833,Polk County,OR,9,1,1,2,0,2,0,1,0,2
834,Polk County,MO,6,1,1,1,0,1,0,1,0,1
835,Polk County,NC,9,1,0,3,0,2,0,1,0,2
836,Polk County,TX,10,2,2,1,2,1,0,1,0,1
837,Polk County,FL,13,3,3,1,3,1,0,1,0,1
838,Polk County,TN,11,1,1,3,1,2,0,1,0,2
839,Polk County,AR,9,1,2,2,1,1,0,1,0,1
840,Polk County,GA,15,3,3,2,2,2,0,1,0,2
841,Pointe Coupee Parish,LA,14,1,2,3,3,1,0,3,0,1
842,Poinsett County,AR,11,1,2,1,0,3,0,3,0,1
843,Pocahontas County,IA,8,1,3,1,0,1,0,1,0,1
844,Pocahontas County,WV,9,1,0,3,1,1,0,1,0,2
845,Plymouth County,MA,10,1,1,1,2,1,0,1,0,3
846,Plymouth County,IA,9,1,3,2,0,1,0,1,0,1
847,Plumas County,CA,11,3,0,1,0,2,1,3,0,1
848,Pleasants County,WV,11,1,0,3,2,1,0,2,0,2
849,Platte County,WY,8,3,1,1,0,1,0,1,0,1
850,Platte County,NE,8,1,2,1,0,1,0,1,0,2
851,Platte County,MO,10,1,2,3,0,1,0,1,0,2
852,Plaquemines Parish,LA,14,2,2,2,3,1,0,3,0,1
853,Placer County,CA,14,3,1,1,0,2,1,3,2,1
854,Piute County,UT,13,3,1,2,0,2,0,3,1,1
855,Pittsylvania County,VA,12,1,1,3,2,1,0,2,0,2
856,Pittsburg County,OK,13,2,3,2,1,1,0,3,0,1
857,Pitt County,NC,14,1,2,1,3,1,0,3,0,3
858,Pitkin County,CO,14,1,1,3,0,2,0,3,3,1
859,Piscataquis County,ME,8,1,1,1,1,2,0,1,0,1
860,Pipestone County,MN,8,1,2,1,0,1,0,2,0,1
861,Pinellas County,FL,14,1,3,1,3,1,0,2,0,3
862,Pine County,MN,6,1,1,1,0,1,0,1,0,1
863,Pinal County,AZ,13,3,1,1,0,1,1,3,0,3
864,Pima County,AZ,11,2,1,1,1,1,1,2,0,2
865,Pike County,PA,9,1,1,2,1,1,0,1,0,2
866,Pike County,MO,8,1,1,2,0,1,0,1,0,2
867,Pike County,OH,8,1,1,2,0,1,0,1,0,2
868,Pike County,KY,10,1,1,3,1,1,0,1,0,2
869,Pike County,IL,8,1,2,2,0,1,0,1,0,1
870,Pike County,IN,10,1,3,2,0,2,0,1,0,1
871,Pike County,GA,9,2,2,1,1,1,0,1,0,1
872,Pike County,AL,10,1,3,1,2,1,0,1,0,1
873,Pike County,AR,9,1,2,2,1,1,0,1,0,1
874,Pike County,MS,13,3,3,1,3,1,0,1,0,1
875,Pierce County,NE,9,1,3,2,0,1,0,1,0,1
876,Pierce County,ND,6,1,1,1,0,1,0,1,0,1
877,Pierce County,WA,9,1,1,1,0,2,0,1,2,1
878,Pierce County,WI,8,1,2,2,0,1,0,1,0,1
879,Pierce County,GA,12,3,2,1,3,1,0,1,0,1
880,Pickett County,TN,14,1,3,3,2,1,0,3,0,1
881,Pickens County,GA,11,1,1,3,0,2,0,3,0,1
882,Pickens County,SC,15,1,3,3,2,2,0,3,0,1
883,Pickens County,AL,13,1,2,1,2,1,0,3,0,3
884,Pickaway County,OH,10,1,2,1,0,1,0,2,0,3
885,Piatt County,IL,9,1,3,1,0,1,0,2,0,1
886,Phillips County,MT,8,1,1,3,0,1,0,1,0,1
887,Phillips County,CO,7,1,2,1,0,1,0,1,0,1
888,Phillips County,KS,7,1,2,1,0,1,0,1,0,1
889,Phillips County,AR,11,1,2,2,0,2,0,1,0,3
890,Philadelphia County,PA,12,1,3,2,0,1,0,2,0,3
891,Phelps County,NE,9,1,3,1,0,1,0,2,0,1
892,Phelps County,MO,9,1,2,1,1,1,0,2,0,1
893,Pettis County,MO,10,1,3,1,0,1,0,3,0,1
